complaint_id,customer_name,complaint_date,complaint_category,resolution_status,customer_location_city,complaint_location_country,employee_responsible,satisfaction_rating,follow_up_required,escalation_level,complaint_channel,resolution_date,complaint_status,response_method,complaint_priority,Diff  in Days,Difference in Hours
plbv-6440-8904,Madel Galton,2024-06-18 22:48:51,other,Resolved,Naranjal,Paraguay,mgalton43@wise.com,,FALSE,,Phone,,Closed,Call,High,,
oqpa-0559-9354,Sammie Burnyeat,2024-03-02 00:50:06,kyc_transfer_on_hold,Resolved,Lady Grey,South Africa,sburnyeat44@wise.com,,FALSE,,Phone,,Closed,Email,Medium,,
asnp-4273-4160,Millie Larive,2024-04-21 10:47:39,privacy,Escalated,Kula,Bulgaria,mlarive45@wise.com,,TRUE,Level 1,Phone,,Closed,Call,Medium,,
upws-8321-8272,Jeane Goublier,2024-01-28 12:36:19,account_deactivation,Escalated,Bryukhovetskaya,Russia,jgoublier46@wise.com,,FALSE,Level 2,Phone,,Closed,Call,Medium,,
xyjt-3524-0867,Fred Rodmell,2024-02-20 10:44:07,fees,Pending,Lobos,Argentina,frodmell47@wise.com,,TRUE,,Email,,Open,Chat,Low,,
sdue-9380-5059,Franzen Santore,2024-03-29 04:46:24,assets/_investments,Escalated,Ningchegu,China,fsantore48@wise.com,,TRUE,Level 2,Chat,,Closed,Email,Low,,
oupq-2067-1036,Aeriell Rentoll,2024-04-01 19:16:02,assets/_investments,Resolved,Vân Đình,Vietnam,arentoll49@wise.com,,TRUE,,Email,,Closed,Chat,Low,,
fgai-7770-0063,Kory Varvara,2024-05-23 19:07:45,account_deactivation,Escalated,Korisós,Greece,kvarvara4a@wise.com,,TRUE,Level 2,Chat,,Closed,Chat,Medium,,
fmxg-6691-0057,Osmond Pendrill,2024-01-15 06:03:57,assets/_investments,Pending,Ciranca,Indonesia,opendrill4b@wise.com,,FALSE,,Chat,,Open,Email,High,,
iloa-7719-4043,Kathleen Bothie,2024-04-23 19:29:02,hat,Escalated,Takum,Nigeria,kbothie4c@wise.com,2,FALSE,Level 3,Email,2024-04-27 06:05:09,Closed,Chat,Low,4,96
yydo-3471-7300,Ellette Capron,2024-01-28 15:07:01,technical_issues,Escalated,Yongjiahe,China,ecapron4d@wise.com,,FALSE,Level 3,Email,,Closed,Email,Low,,
gqgi-7184-8840,Ferrell Haily,2024-04-06 22:04:00,referrals,Pending,Aviúges,Portugal,fhaily4e@wise.com,,TRUE,,Phone,,Open,Chat,Medium,,
zgql-1802-0916,Anatole Langston,2024-01-28 04:55:55,referrals,Resolved,Tanguá,Brazil,alangston4f@wise.com,3,FALSE,,Phone,2024-02-02 11:41:30,Closed,Chat,Low,5,120
vvla-6685-9057,Ralph Mc Comb,2024-06-10 04:29:53,verification,Pending,Kolmården,Sweden,rmc4g@wise.com,,TRUE,,Email,,In Progress,Chat,High,,
codt-0957-8267,Dona Hackworth,2024-06-20 13:14:00,referrals,Resolved,Huxi,China,dhackworth4h@wise.com,1,FALSE,,Chat,2024-06-30 22:24:49,Closed,Chat,Low,10,240
ebsl-2450-8546,Cecil Dederick,2024-06-14 18:02:06,hat,Escalated,Phra Yuen,Thailand,cdederick4i@wise.com,,FALSE,Level 1,Chat,,Closed,Chat,Low,,
htyn-9732-4156,Harriott Alders,2024-02-15 20:12:53,plastic,Pending,Chornukhy,Ukraine,halders4j@wise.com,,FALSE,,Email,,In Progress,Email,Low,,
czrh-1065-7326,Eulalie Greatham,2024-04-23 22:05:39,assets/_investments,Resolved,Bystra,Poland,egreatham4k@wise.com,5,FALSE,,Phone,2024-05-03 21:15:32,Closed,Chat,Low,10,240
igei-7359-0380,Matthias Duddle,2024-05-17 04:32:24,technical_issues,Pending,Ganting,China,mduddle4l@wise.com,,TRUE,,Phone,,In Progress,Chat,High,,
erbr-9280-0856,Maye Thow,2024-06-06 17:56:14,scam,Escalated,Arras,France,mthow4m@wise.com,4,FALSE,Level 3,Phone,2024-06-07 03:35:23,Closed,Chat,High,1,24
jari-2196-8637,Murial MacRirie,2024-04-20 00:35:27,plastic,Resolved,Talisayan,Philippines,mmacririe4n@wise.com,,FALSE,,Phone,,Closed,Call,High,,
ihbx-5744-5836,Stesha Blastock,2024-01-23 18:55:02,technical_issues,Escalated,Sasayama,Japan,sblastock4o@wise.com,,TRUE,Level 3,Email,,Closed,Email,High,,
zhqq-6640-7038,Tuck Guidi,2024-04-29 00:17:44,other,Escalated,Angasmarca,Peru,tguidi4p@wise.com,,TRUE,Level 2,Phone,,Closed,Email,Low,,
ezgt-5940-9202,Freedman Petrasek,2024-04-24 09:46:10,technical_issues,Escalated,Montgomery,United States,fpetrasek4q@wise.com,,TRUE,Level 3,Phone,,Closed,Email,Medium,,
lukj-0666-7341,Nikki Byllam,2024-05-13 17:54:36,other,Pending,Borzęta,Poland,nbyllam4r@wise.com,,TRUE,,Email,,Open,Email,Medium,,
ocom-0762-1133,Teodora Bestiman,2024-04-26 08:04:59,referrals,Escalated,El Cuy,Argentina,tbestiman4s@wise.com,,TRUE,Level 2,Email,,Closed,Email,Low,,
ltfi-4353-8386,Cortney Haverson,2024-02-24 06:00:59,account_deactivation,Pending,Calvos,Portugal,chaverson4t@wise.com,,TRUE,,Email,,In Progress,Email,High,,
dsip-5384-8530,Anne Goodge,2024-05-09 00:49:30,exchange_rate,Resolved,Brześć Kujawski,Poland,agoodge4u@wise.com,1,FALSE,,Phone,2024-05-15 21:08:30,Closed,Email,Low,6,144
rmno-6321-3848,Carl Borsnall,2024-06-25 01:18:25,exchange_rate,Resolved,Baishui,China,cborsnall4v@wise.com,,FALSE,,Phone,,Closed,Chat,Low,,
yknw-1546-5995,Janaya Iacoviello,2024-06-16 21:25:34,technical_issues,Pending,Mayo,Thailand,jiacoviello4w@wise.com,,TRUE,,Phone,,Open,Call,Low,,
mmrs-0969-4096,Tate Watmore,2024-01-29 22:38:21,other,Resolved,Várzea,Portugal,twatmore4x@wise.com,3,TRUE,,Chat,2024-02-03 18:19:08,Closed,Call,Medium,5,120
bfme-3580-0050,Taddeusz Gooderick,2024-03-18 08:44:28,assets/_investments,Escalated,Cañasgordas,Colombia,tgooderick4y@wise.com,,FALSE,Level 3,Phone,,Closed,Email,High,,
spmi-6613-0759,Berton Lyford,2024-01-04 04:33:51,exchange_rate,Pending,Lebak,Indonesia,blyford4z@wise.com,,TRUE,,Email,,In Progress,Chat,Low,,
cglw-6796-7897,Penn Cuthbert,2024-01-07 21:31:41,fees,Resolved,Punta de Bombón,Peru,pcuthbert50@wise.com,,TRUE,,Email,,Closed,Email,Medium,,
jkgk-9074-3144,Clair Luckings,2024-06-10 15:24:50,hat,Escalated,Tuncheng,China,cluckings51@wise.com,,FALSE,Level 2,Phone,,Closed,Chat,High,,
thxw-7813-8351,Ellswerth Manifould,2024-05-04 02:37:59,account_deactivation,Escalated,Nueva Fuerza,Philippines,emanifould52@wise.com,,TRUE,Level 1,Chat,,Closed,Call,High,,
nqdk-8943-9024,Blake Lefeaver,2024-06-07 12:49:26,account_deactivation,Escalated,Río,Greece,blefeaver53@wise.com,4,FALSE,Level 3,Chat,2024-06-09 04:55:26,Closed,Email,Medium,2,48
psxe-1325-9202,Carey Lacaze,2024-02-20 17:20:09,scam,Pending,Fenghuangshan,China,clacaze54@wise.com,,TRUE,,Phone,,In Progress,Email,High,,
dwpt-6647-0670,Cart Idenden,2024-06-15 14:17:11,fees,Resolved,Sampués,Colombia,cidenden55@wise.com,3,FALSE,,Email,2024-06-25 13:38:18,Closed,Chat,High,10,240
tzei-9459-1987,Carlin Belshaw,2024-04-24 20:50:23,fees,Escalated,Sidzina,Poland,cbelshaw56@wise.com,,TRUE,Level 1,Chat,,Closed,Chat,Medium,,
jdob-8695-9454,Zolly MacNish,2024-04-11 17:04:43,account_deactivation,Resolved,El Kef,Tunisia,zmacnish57@wise.com,,FALSE,,Email,,Closed,Chat,High,,
lrqe-7835-6099,Roxie Fuente,2024-03-06 05:12:54,referrals,Pending,Ḩalabjah,Iraq,rfuente58@wise.com,,TRUE,,Email,,In Progress,Call,Low,,
nyho-1073-9331,Andromache MacTimpany,2024-01-02 21:03:36,account_deactivation,Escalated,Lakshmīpur,Bangladesh,amactimpany59@wise.com,,FALSE,Level 3,Chat,,Closed,Email,Medium,,
bkgk-0665-7566,Brooke Slader,2024-05-22 09:32:20,hat,Resolved,Gyamco,China,bslader5a@wise.com,,FALSE,,Chat,,Closed,Call,High,,
ycpg-7464-9521,Benyamin Jilkes,2024-02-06 05:27:57,other,Resolved,Constance,Portugal,bjilkes5b@wise.com,,TRUE,,Email,,Closed,Email,Low,,
kpqo-5649-1975,Andres Feitosa,2024-02-23 21:10:04,where_s_my_money,Escalated,Sepulu,Indonesia,afeitosa5c@wise.com,,TRUE,Level 1,Chat,,Closed,Call,Low,,
lsqi-2486-3597,Spenser Smither,2024-02-28 05:16:03,customer_service,Pending,Sōka,Japan,ssmither5d@wise.com,,TRUE,,Email,,Open,Email,Medium,,
slwu-2390-7696,Hube Izakof,2024-01-11 14:18:35,account_deactivation,Resolved,Gimbi,Ethiopia,hizakof5e@wise.com,,FALSE,,Email,,Closed,Call,High,,
bscj-6597-3775,Sophronia Barrington,2024-02-10 15:32:00,scam,Pending,Shawnee Mission,United States,sbarrington5f@wise.com,,TRUE,,Chat,,In Progress,Email,Medium,,
agwl-6193-0987,Cleveland Crowd,2024-01-24 09:06:44,hat,Pending,Kyrylivka,Ukraine,ccrowd5g@wise.com,,TRUE,,Chat,,In Progress,Call,Medium,,
ytmb-8577-2216,Rodolph Genery,2024-05-30 20:01:22,where_s_my_money,Pending,Muarabadak,Indonesia,rgenery5h@wise.com,,TRUE,,Chat,,In Progress,Email,Low,,
wjmv-6115-9382,Vernice Onion,2024-03-21 15:35:04,scam,Escalated,Cachada,Portugal,vonion5i@wise.com,3,TRUE,Level 1,Phone,2024-03-22 13:57:55,Closed,Email,High,1,24
cnrd-5151-5297,Cloris Ruckman,2024-01-06 18:52:57,exchange_rate,Escalated,Shifan,China,cruckman5j@wise.com,4,TRUE,Level 1,Chat,2024-01-16 07:37:16,Closed,Chat,High,10,240
hkkr-1582-1830,Hallie Waples,2024-04-30 07:57:09,fees,Resolved,Alua,Philippines,hwaples5k@wise.com,,TRUE,,Email,,Closed,Email,High,,
jvtm-2715-8252,Augusta Timson,2024-01-06 14:46:00,kyc_transfer_on_hold,Resolved,Parachinar,Pakistan,atimson5l@wise.com,,TRUE,,Chat,,Closed,Email,Medium,,
kwks-1818-3306,Reynard Irnys,2024-04-07 06:41:42,where_s_my_money,Escalated,Guaraciaba do Norte,Brazil,rirnys5m@wise.com,,FALSE,Level 2,Phone,,Closed,Chat,High,,
dnvr-3739-6849,Hedi Almak,2024-06-11 00:35:02,verification,Resolved,Juncheng,China,halmak5n@wise.com,5,TRUE,,Email,2024-06-12 07:35:59,Closed,Chat,High,1,24
qnjq-3793-1604,Celie Spiller,2024-03-01 06:15:38,exchange_rate,Resolved,Vân Tùng,Vietnam,cspiller5o@wise.com,,TRUE,,Chat,,Closed,Call,Medium,,
wsox-8289-6111,Darb Gogerty,2024-01-23 03:47:59,assets/_investments,Resolved,Sukth,Albania,dgogerty5p@wise.com,,TRUE,,Phone,,Closed,Call,Low,,
vggd-7064-4182,Lorry Toner,2024-06-19 11:35:16,exchange_rate,Escalated,Schenectady,United States,ltoner5q@wise.com,,FALSE,Level 2,Email,,Closed,Chat,High,,
kyjo-0397-4416,Bonnee Conry,2024-02-07 04:44:24,technical_issues,Pending,Platičevo,Serbia,bconry5r@wise.com,,FALSE,,Email,,In Progress,Email,High,,
qyki-7607-9394,Sacha Dyshart,2024-03-28 09:45:00,technical_issues,Escalated,Potoci,Bosnia and Herzegovina,sdyshart5s@wise.com,1,TRUE,Level 1,Phone,2024-03-31 11:32:03,Closed,Call,Medium,3,72
qhtk-3240-3076,Delora Corro,2024-04-13 19:33:18,assets/_investments,Resolved,Farasān,Saudi Arabia,dcorro5t@wise.com,1,FALSE,,Phone,2024-04-23 21:34:12,Closed,Call,Low,10,240
lfnl-8167-6021,Corie Flight,2024-02-15 13:28:56,technical_issues,Pending,Buenavista,Philippines,cflight5u@wise.com,,TRUE,,Phone,,In Progress,Call,High,,
xtqf-9481-2469,Lon Rendell,2024-01-28 15:16:05,verification,Resolved,Sarāqib,Syria,lrendell5v@wise.com,4,FALSE,,Chat,2024-02-01 23:21:28,Closed,Email,Low,4,96
noes-1688-8136,Terry Stickler,2024-04-04 03:30:53,verification,Escalated,Obrenovac,Serbia,tstickler5w@wise.com,,FALSE,Level 3,Phone,,Closed,Chat,High,,
nxfj-6150-0953,Sinclare Kassel,2024-01-13 18:32:43,technical_issues,Escalated,Kopen,Indonesia,skassel5x@wise.com,,TRUE,Level 1,Chat,,Closed,Call,High,,
nege-2594-8007,Thorny Asprey,2024-06-23 02:36:53,exchange_rate,Escalated,Pittsburgh,United States,tasprey5y@wise.com,3,FALSE,Level 3,Chat,2024-06-29 10:07:15,Closed,Call,Low,6,144
jijm-2776-7787,Dave Spohrmann,2024-04-05 17:09:43,privacy,Resolved,Xingguo,China,dspohrmann5z@wise.com,,FALSE,,Email,,Closed,Chat,Low,,
sopf-2683-1131,Chicky Gowling,2024-06-21 07:14:09,kyc_transfer_on_hold,Pending,Czarne,Poland,cgowling60@wise.com,,FALSE,,Email,,In Progress,Chat,Low,,
gsul-9517-7268,Emerson Glencorse,2024-06-18 16:50:02,exchange_rate,Resolved,Griboyedov,Armenia,eglencorse61@wise.com,,FALSE,,Email,,Closed,Email,Low,,
otnn-9267-1005,Celestine Graffin,2024-01-28 20:08:09,account_deactivation,Resolved,Ludvika,Sweden,cgraffin62@wise.com,3,FALSE,,Chat,2024-02-04 16:42:14,Closed,Email,Low,7,168
fsqc-4036-4698,Sisile Carreyette,2024-01-25 12:56:25,plastic,Resolved,Itaitinga,Brazil,scarreyette63@wise.com,,FALSE,,Phone,,Closed,Call,Medium,,
ssrp-6618-1151,Lari Cosgry,2024-05-22 09:55:02,exchange_rate,Pending,Trnovlje pri Celju,Slovenia,lcosgry64@wise.com,,FALSE,,Phone,,In Progress,Email,Medium,,
ampb-1631-5617,Angy Vannuccinii,2024-04-13 04:53:43,where_s_my_money,Resolved,Lancang,Indonesia,avannuccinii65@wise.com,3,FALSE,,Phone,2024-04-14 06:25:48,Closed,Chat,Low,1,24
tpjp-2877-5191,Lonni Reuven,2024-03-23 05:22:48,referrals,Resolved,Chengzhong,China,lreuven66@wise.com,,FALSE,,Email,,Closed,Chat,High,,
rdnt-4512-6417,Dov Fearfull,2024-03-14 03:10:21,technical_issues,Pending,Fushun,China,dfearfull67@wise.com,,TRUE,,Email,,In Progress,Email,High,,
pccq-3962-9161,Feliks Dennett,2024-03-22 02:27:34,where_s_my_money,Pending,Créteil,France,fdennett68@wise.com,,TRUE,,Chat,,In Progress,Call,Medium,,
peyp-6578-1395,Debora Kibby,2024-06-01 22:03:36,privacy,Pending,Ashbourne,Ireland,dkibby69@wise.com,,FALSE,,Email,,In Progress,Call,Medium,,
yecw-4748-2726,Tadeas Tarquini,2024-01-10 13:24:21,account_deactivation,Escalated,Sungaibengkal,Indonesia,ttarquini6a@wise.com,,FALSE,Level 1,Chat,,Closed,Email,Medium,,
ozbh-1263-1885,Cori Balharrie,2024-03-04 19:47:00,plastic,Escalated,Kerema,Papua New Guinea,cbalharrie6b@wise.com,5,FALSE,Level 3,Phone,2024-03-08 07:44:27,Closed,Call,High,4,96
nobk-8731-0136,Hoyt Bison,2024-05-17 17:38:00,where_s_my_money,Resolved,Pingshan,China,hbison6c@wise.com,2,TRUE,,Phone,2024-05-25 04:17:45,Closed,Chat,Low,8,192
gygl-4676-7933,Bambie Paffett,2024-04-06 13:49:26,referrals,Pending,Azara,Argentina,bpaffett6d@wise.com,,FALSE,,Phone,,In Progress,Email,High,,
uyvl-9758-2513,Belicia Crates,2024-04-03 12:40:01,exchange_rate,Resolved,Shapaja,Peru,bcrates6e@wise.com,,FALSE,,Email,,Closed,Call,High,,
cfhs-1882-8660,Heriberto Ketts,2024-04-05 01:35:32,other,Resolved,Minusinsk,Russia,hketts6f@wise.com,,TRUE,,Chat,,Closed,Email,Medium,,
foxs-0813-5784,Danni Uff,2024-04-12 08:55:33,other,Pending,Tekstil’shchiki,Russia,duff6g@wise.com,,FALSE,,Email,,In Progress,Chat,Medium,,
vqpv-6812-2596,Mal Osgodby,2024-01-15 11:28:10,privacy,Escalated,Bayt ‘Awwā,Palestinian Territory,mosgodby6h@wise.com,5,TRUE,Level 3,Email,2024-01-23 14:52:28,Closed,Chat,High,8,192
bqcr-2847-3377,Andromache Woodworth,2024-04-07 07:27:57,where_s_my_money,Pending,Göteborg,Sweden,awoodworth6i@wise.com,,FALSE,,Chat,,In Progress,Chat,Low,,
zlbk-3777-6758,Derward Olorenshaw,2024-03-30 04:38:17,verification,Pending,Montigny-lès-Metz,France,dolorenshaw6j@wise.com,,FALSE,,Chat,,Open,Email,Low,,
apoa-7215-3419,Tracie Cutill,2024-02-22 21:27:49,assets/_investments,Pending,Bobojong,Indonesia,tcutill6k@wise.com,,TRUE,,Email,,In Progress,Chat,Medium,,
texm-9695-5690,Muhammad Skalls,2024-01-21 04:32:09,hat,Resolved,Sidi Amar,Morocco,mskalls6l@wise.com,,TRUE,,Email,,Closed,Call,Low,,
wcja-0935-3072,Jazmin Curphey,2024-01-30 10:01:12,assets/_investments,Pending,Mata de São João,Brazil,jcurphey6m@wise.com,,FALSE,,Chat,,Open,Email,Low,,
tcwk-0099-1138,Sonni Dalton,2024-06-21 03:28:21,other,Escalated,Karangsuko,Indonesia,sdalton6n@wise.com,3,FALSE,Level 1,Phone,2024-06-25 21:44:07,Closed,Chat,Medium,4,96
nwlc-7105-4911,Madeline Dy,2024-02-05 18:58:57,verification,Resolved,Waitangi,New Zealand,mdy6o@wise.com,3,FALSE,,Phone,2024-02-09 11:32:14,Closed,Email,Low,4,96
yvbj-3874-1812,Zuzana Baine,2024-06-14 07:04:21,technical_issues,Escalated,Niort,France,zbaine6p@wise.com,,TRUE,Level 3,Phone,,Closed,Call,Medium,,
ylbp-2889-6192,Gweneth Steffens,2024-05-04 08:35:57,scam,Resolved,Dashu,China,gsteffens6q@wise.com,4,TRUE,,Phone,2024-05-14 02:47:39,Closed,Chat,Medium,10,240
jbvy-9615-7006,Christoper Wigzell,2024-01-04 08:23:38,account_deactivation,Escalated,Canauay,Philippines,cwigzell6r@wise.com,5,TRUE,Level 1,Chat,2024-01-12 11:54:17,Closed,Call,Medium,8,192
hrzq-9583-4772,Sullivan Tasker,2024-04-30 02:35:38,privacy,Escalated,Kuteynykove,Ukraine,stasker6s@wise.com,,TRUE,Level 1,Phone,,Closed,Call,Low,,
vrtk-7056-1789,Madlen Cloney,2024-01-09 17:54:47,customer_service,Resolved,Lamut,Philippines,mcloney6t@wise.com,,FALSE,,Email,,Closed,Call,Medium,,
arum-5874-0337,Cassie Dudliston,2024-06-21 01:26:34,exchange_rate,Resolved,Gurra e Vogël,Albania,cdudliston6u@wise.com,,TRUE,,Chat,,Closed,Call,High,,
spqp-5475-4411,Tybalt Ould,2024-02-29 04:56:29,customer_service,Resolved,Sarangmeduro,Indonesia,tould6v@wise.com,,TRUE,,Email,,Closed,Chat,Medium,,
nahb-0863-6272,Marcellus Gruczka,2024-03-29 15:59:18,where_s_my_money,Pending,Pedreira,Brazil,mgruczka6w@wise.com,,FALSE,,Phone,,Open,Email,Low,,
ohdf-2487-1080,Riki Gwillim,2024-03-24 03:53:51,assets/_investments,Escalated,Xinji,China,rgwillim6x@wise.com,,FALSE,Level 1,Chat,,Closed,Chat,High,,
hlod-6708-0159,Noemi Bunnell,2024-06-12 10:27:56,plastic,Escalated,Xicheng,China,nbunnell6y@wise.com,,FALSE,Level 3,Email,,Closed,Email,Medium,,
flgd-7340-8989,Sybila Blaker,2024-02-12 10:11:06,hat,Resolved,Korczew,Poland,sblaker6z@wise.com,3,TRUE,,Phone,2024-02-21 22:33:43,Closed,Call,Low,9,216
tdfw-7940-9460,Aldridge Walentynowicz,2024-01-17 00:51:39,scam,Escalated,Kabor,Indonesia,awalentynowicz70@wise.com,,TRUE,Level 2,Chat,,Closed,Chat,Low,,
tfyy-1161-3128,Sadie Fordham,2024-05-06 03:40:47,fees,Resolved,Ban Takhun,Thailand,sfordham71@wise.com,,TRUE,,Email,,Closed,Call,Medium,,
cnnd-9313-9760,Rocky Gaish,2024-01-26 10:46:25,technical_issues,Escalated,Dolní Lhota,Czech Republic,rgaish72@wise.com,,FALSE,Level 2,Chat,,Closed,Chat,Low,,
qske-9489-4718,Aron Claridge,2024-01-16 19:52:09,exchange_rate,Pending,Tebingtinggi,Indonesia,aclaridge73@wise.com,,TRUE,,Email,,In Progress,Email,Low,,
wlfr-0205-1356,Dredi Camelin,2024-03-04 00:28:22,assets/_investments,Resolved,Oetua,Indonesia,dcamelin74@wise.com,,TRUE,,Email,,Closed,Call,High,,
tlip-0892-3945,Guilbert Sheehan,2024-01-03 15:18:44,exchange_rate,Pending,Bilyayivka,Ukraine,gsheehan75@wise.com,,FALSE,,Email,,In Progress,Call,High,,
kipx-7910-6882,Thayne Cridlin,2024-04-22 14:31:27,privacy,Pending,Las Mercedes,Venezuela,tcridlin76@wise.com,,FALSE,,Chat,,In Progress,Chat,Medium,,
wkii-7703-6213,Abbi Chasier,2024-04-11 01:18:05,technical_issues,Pending,Kipen’,Russia,achasier77@wise.com,,TRUE,,Email,,Open,Call,High,,
mtxu-4036-6402,Kerianne Drissell,2024-05-15 18:56:33,exchange_rate,Escalated,Yeyik,China,kdrissell78@wise.com,,TRUE,Level 2,Phone,,Closed,Call,Low,,
ulnz-0116-3273,Freddy Poynton,2024-04-24 07:47:21,fees,Pending,Yongning,China,fpoynton79@wise.com,,TRUE,,Chat,,In Progress,Chat,Low,,
mctn-7157-7179,Bernie Jeannesson,2024-06-22 17:01:32,verification,Resolved,Donja Mahala,Bosnia and Herzegovina,bjeannesson7a@wise.com,,TRUE,,Email,,Closed,Call,High,,
hrks-5249-2159,Mikael Lesser,2024-03-12 06:09:07,verification,Pending,Ratíškovice,Czech Republic,mlesser7b@wise.com,,FALSE,,Phone,,Open,Chat,Low,,
avva-4300-7577,Pietro Caldwell,2024-05-22 14:00:11,technical_issues,Pending,Tavricheskoye,Russia,pcaldwell7c@wise.com,,FALSE,,Email,,Open,Chat,Medium,,
dmmu-1511-7989,Aldin Suthworth,2024-04-29 00:18:40,fees,Pending,Kholm,Russia,asuthworth7d@wise.com,,FALSE,,Phone,,In Progress,Chat,Low,,
itwe-5916-4628,Ashlie Ochterlony,2024-04-24 17:50:30,plastic,Resolved,Las Higueras,Argentina,aochterlony7e@wise.com,,TRUE,,Chat,,Closed,Call,Medium,,
lbfv-7274-9200,Georgetta Wilprecht,2024-06-10 05:10:50,referrals,Escalated,Dziergowice,Poland,gwilprecht7f@wise.com,,FALSE,Level 1,Email,,Closed,Call,High,,
rnbf-9966-5290,Jacquenetta Reedie,2024-04-14 05:33:04,customer_service,Resolved,Tianjiazhuang,China,jreedie7g@wise.com,,TRUE,,Email,,Closed,Call,Medium,,
ygzt-6521-3914,Aimil Cooksey,2024-05-18 10:27:59,exchange_rate,Resolved,Mumias,Kenya,acooksey7h@wise.com,,FALSE,,Phone,,Closed,Chat,Low,,
yqyt-7079-4316,Harbert Lisle,2024-03-13 10:10:15,scam,Escalated,Sangari,Indonesia,hlisle7i@wise.com,4,TRUE,Level 1,Email,2024-03-20 01:07:12,Closed,Call,Low,7,168
diva-8648-2674,Kippar Buckleigh,2024-04-06 08:18:21,account_deactivation,Escalated,Sietesz,Poland,kbuckleigh7j@wise.com,,TRUE,Level 3,Phone,,Closed,Chat,Low,,
nuuw-1492-5123,Ethelda Tolchar,2024-02-19 19:34:25,referrals,Pending,Ganping,China,etolchar7k@wise.com,,FALSE,,Chat,,In Progress,Email,Medium,,
ioyb-1643-7416,Lynelle Gowan,2024-06-12 02:27:41,hat,Escalated,Kasembon,Indonesia,lgowan7l@wise.com,,FALSE,Level 1,Phone,,Closed,Email,Medium,,
cfkj-7345-3237,Cleo Perfect,2024-05-17 16:02:12,referrals,Escalated,Fonte,Portugal,cperfect7m@wise.com,,TRUE,Level 3,Chat,,Closed,Email,High,,
dldd-4889-0920,Elysee Speir,2024-04-01 03:35:23,customer_service,Escalated,Kendari,Indonesia,espeir7n@wise.com,,FALSE,Level 2,Email,,Closed,Chat,Low,,
xiab-4870-9829,Eleonore Teall,2024-02-18 14:59:54,kyc_transfer_on_hold,Pending,San Fernando,Honduras,eteall7o@wise.com,,TRUE,,Phone,,Open,Chat,Medium,,
azwm-7882-2171,Rossie Greensitt,2024-01-17 11:09:50,scam,Escalated,São Gotardo,Brazil,rgreensitt7p@wise.com,3,FALSE,Level 2,Email,2024-01-20 04:15:11,Closed,Call,Low,3,72
rgyl-0544-1234,Farand Grain,2024-03-30 17:46:12,customer_service,Resolved,Fengjiang,China,fgrain7q@wise.com,3,FALSE,,Chat,2024-04-01 20:46:03,Closed,Call,High,2,48
eija-7145-8121,Madelene Ruddick,2024-04-29 19:03:37,fees,Resolved,La Dorada,Colombia,mruddick7r@wise.com,,TRUE,,Chat,,Closed,Chat,Medium,,
fsus-9216-4622,Grethel Beades,2024-04-30 21:16:31,hat,Resolved,Hamburg,Germany,gbeades7s@wise.com,,FALSE,,Phone,,Closed,Email,Medium,,
voaf-3336-7650,Adda Hawkshaw,2024-04-16 18:38:14,verification,Pending,Santo Domingo Oeste,Dominican Republic,ahawkshaw7t@wise.com,,FALSE,,Email,,In Progress,Chat,High,,
avvr-0270-4935,Daisy Grouse,2024-04-04 15:07:55,where_s_my_money,Resolved,Länsi-Turunmaa,Finland,dgrouse7u@wise.com,,TRUE,,Email,,Closed,Chat,Low,,
jgjw-5894-5928,Danyette Hynde,2024-04-21 00:43:07,assets/_investments,Escalated,Goma,Democratic Republic of the Congo,dhynde7v@wise.com,2,TRUE,Level 2,Chat,2024-04-24 18:05:18,Closed,Email,Medium,3,72
pvih-8653-6209,Esra Gollard,2024-02-26 00:41:34,scam,Pending,Toba,Serbia,egollard7w@wise.com,,FALSE,,Phone,,Open,Call,Low,,
tznj-0780-7031,Abbi Letch,2024-05-04 01:01:53,technical_issues,Escalated,Zhuangbu,China,aletch7x@wise.com,3,FALSE,Level 2,Chat,2024-05-07 03:37:46,Closed,Email,Medium,3,72
diff-8336-7629,Katine Cornwell,2024-02-12 16:38:04,account_deactivation,Escalated,Labuhansumbawa,Indonesia,kcornwell7y@wise.com,,FALSE,Level 2,Phone,,Closed,Email,High,,
hiit-6174-0087,Hubert McQuode,2024-03-08 16:30:29,verification,Pending,Gambarjati,Indonesia,hmcquode7z@wise.com,,FALSE,,Chat,,Open,Call,Low,,
xgpc-7251-2920,Jada Gerg,2024-01-25 04:26:43,customer_service,Escalated,Magang,China,jgerg80@wise.com,4,FALSE,Level 3,Chat,2024-02-02 03:29:44,Closed,Call,Medium,8,192
dkcz-2135-4566,Kellsie Trebilcock,2024-04-01 03:40:48,privacy,Escalated,Hule,China,ktrebilcock81@wise.com,3,TRUE,Level 1,Phone,2024-04-05 06:26:26,Closed,Call,Medium,4,96
ayea-7519-1404,Teodorico Moncrefe,2024-05-28 14:02:44,other,Pending,Garoua Boulaï,Cameroon,tmoncrefe82@wise.com,,FALSE,,Chat,,In Progress,Call,Low,,
sqau-7179-1515,Jane Devenish,2024-06-11 12:01:24,assets/_investments,Escalated,Julayjilah,Saudi Arabia,jdevenish83@wise.com,,FALSE,Level 1,Chat,,Closed,Call,High,,
wann-5356-5405,Danna Robke,2024-02-28 01:43:02,exchange_rate,Escalated,Sumuragung,Indonesia,drobke84@wise.com,,FALSE,Level 3,Email,,Closed,Email,High,,
