ticket_id,ticket_status,ticket_created_timestamp,ticket_solved_timestamp,ec_inbox,requester_name,ec_primary_root_cause,ec_request_type,ec_product_cause
fart-4642-3066,Closed,2024-02-05 21:10:59,2024-02-09 04:48:40,Extra Care,Bordy Seeking,Process::Expectation Gap::Speed Gap,Escalation,
vgvk-2586-2082,Solved,2024-04-01 03:35:24,2024-04-12 05:18:59,Extra Care,Raffaello Luto,People::Customer Engagement::Unclear Communication,Escalation,KYC::Other
admw-0789-5930,Solved,2024-02-08 20:12:14,2024-02-14 05:57:02,Extra Care,Gabbey Sherrett,People::Incorrect Action::Procedural Accuracy,Assessment,Compliance::Fraud::Check
xcip-8201-0071,Open,2024-03-08 20:19:48,,Extra Care,Packston Self,System::False Positive Outcome::Incorrect System Intervention,Assessment,Account::Access and updates
ljvi-9050-7364,Solved,2024-01-28 13:45:20,,Extra Care,Margarete Gosse,System::Automation Issue::Intervention Failure,Handling,
zlke-1267-8907,Closed,2024-06-17 05:45:56,2024-07-08 12:15:43,Extra Care,Hesther Kettridge,People::Customer Engagement::Tonal Issues,Handling,
ozbq-5685-9350,Open,2024-06-24 02:03:45,,Extra Care,Alexander Refford,People::External Engagement::Third Party Engagement,Assessment,
smup-9523-4229,Hold,2024-06-01 07:56:57,,Extra Care,Lennard McBratney,BOD,Takeover,
ihrr-1669-2193,Closed,2024-03-31 19:01:33,2024-04-10 00:05:21,Extra Care,Gabby Aysik,Do not select::Customer Input or Error,Assessment,KYC::CDD::SOW issue
gfxn-1971-9790,Closed,2024-05-19 14:35:17,2024-06-03 20:09:53,Extra Care,Kendal Sommerland,Process::Third Party Dependency::Third Party Error (Partner),Assessment,Compliance::Sanctions::Check
rbyv-5344-7416,Solved,2024-06-25 18:27:29,2024-07-14 17:24:19,Extra Care,Matias Carley,Process::Expectation Gap::Speed Gap,Escalation,Money Moving::Transfer
ytcz-9394-1025,Closed,2024-06-18 04:10:00,2024-07-17 18:54:42,Extra Care,Celestyn Duley,Process::Internal Process Issue::Unmonitored Channel,Assessment,KYC::POAT
assa-1573-4518,Closed,2024-05-16 13:13:44,2024-06-13 03:13:45,Extra Care,Annissa Avrahamoff,Knowledge::Knowledge Base::KB Missing,Assessment,Money Moving::Wise Card::Account change effect
hagd-8861-7026,Closed,2024-06-20 20:32:39,2024-07-04 20:57:34,Extra Care,Lida Millican,Process::Expectation Gap::Product Gap,Handling,Compliance::Sanctions::Check
lawc-0795-3679,Hold,2024-06-08 12:32:31,,Extra Care,Shina Alderson,System::Automation Issue::Intervention Failure,Assessment,
rnyn-0596-0843,Open,2024-05-30 09:24:26,,Extra Care,Gertie Ricker,BOD,Escalation,Compliance::Surveillance
jrwz-5688-4652,Solved,2024-02-23 04:34:29,2024-02-28 15:54:42,Extra Care,Alix Gilloran,People::Incorrect Action::Incorrect Guidance,Escalation,
gdjw-1566-6466,Closed,2024-03-31 22:12:15,2024-04-06 04:22:43,Extra Care,Alida Henricsson,Process::Third Party Dependency::Third Party Info Delay,Takeover,Compliance::Fraud::Scam
rzlk-3563-0086,Open,2024-04-27 19:47:10,,Extra Care,Kerri Rainsbury,System::Customer Usage Issue::Customer Input or Error,Takeover,KYC::Verification::Missing document
efle-9875-7919,Hold,2024-04-27 21:32:37,,Extra Care,Laney Furse,System::False Positive Outcome::Incorrect System Intervention,Assessment,KYC::Verification::IDWL
jyqm-8595-5306,Hold,2024-05-06 14:00:53,,Extra Care,Isiahi Reilly,People::Incorrect Action::Incomplete Outcome,Assessment,
nelm-7175-0693,Hold,2024-05-29 21:47:50,,Extra Care,Emmott Gonzalvo,Process::Internal Process Issue::Unmonitored Channel,Handling,Compliance::Sanctions::Deactivation
qgmc-4301-5647,Hold,2024-05-11 13:00:29,,Extra Care,Elizabeth Spincke,System::Automation Issue::Tooling Failure,Assessment,
kbue-2801-1792,Open,2024-03-31 22:23:53,,Extra Care,Octavius Coda,People::Customer Engagement::Unreasonable Delay,Takeover,
uvqg-4544-5746,Closed,2024-02-07 13:13:15,,Extra Care,Maitilde Clibbery,People::Incorrect Action::Incorrect Escalation,Takeover,KYC::Verification::IDWL
tsct-5967-4895,Closed,2024-05-24 09:54:04,2024-06-22 09:10:01,Extra Care,Domingo Bere,System::False Positive Outcome::Incorrect System Intervention,Handling,KYC::Other
rfmq-9439-6114,Open,2024-06-16 04:37:16,,Extra Care,Desmond Gerrill,System::Automation Issue::Tooling Failure,Takeover,Money Moving::Transfer
jtkf-8276-3497,Solved,2024-02-16 20:23:07,,Extra Care,Chick Aveyard,System::Automation Issue::Tooling Failure,Takeover,Compliance::Surveillance
dzso-5325-1827,Closed,2024-05-28 22:28:53,2024-06-15 08:34:44,Extra Care,Andris Thunnercliffe,People::Incorrect Action::Incomplete Outcome,Escalation,Compliance::Fraud::Deactivation
jywt-3548-3458,Hold,2024-01-08 03:47:47,,Extra Care,Konstance Reeder,Process::Expectation Gap::Speed Gap,Takeover,KYC::Verification::IDWL
myek-6248-4244,Hold,2024-01-02 00:23:12,,Extra Care,Bobette Viall,People::Incorrect Action::Procedural Adherence,Escalation,
riic-4612-0742,Closed,2024-05-19 13:14:59,,Extra Care,Jessalin Longhorn,People::Vulnerability::Appropriate Accommodation,Handling,
hbyt-9597-7792,Closed,2024-01-12 21:57:56,2024-01-17 07:23:00,Extra Care,Rakel Sexcey,Process::Third Party Dependency::Third Party Info Delay,Escalation,
grlk-6879-8533,Hold,2024-05-20 06:55:21,,Extra Care,Maxwell Haymes,System::Customer Usage Issue::Accessibility,Escalation,KYC::Verification::POA
cpem-4573-6854,Open,2024-01-09 04:54:42,,Extra Care,Nathan Laboune,Do not select::Customer Input or Error,Takeover,Compliance::Surveillance
tvcy-7206-9293,Closed,2024-05-15 08:40:25,2024-06-01 03:50:59,Extra Care,Normy Fulop,System::Customer Usage Issue::Accessibility,Handling,Compliance::Fraud::Deactivation
tzrq-2778-9817,Solved,2024-01-21 14:44:02,2024-01-23 10:06:55,Extra Care,Bertha Lisett,Process::Third Party Dependency::Third Party Error,Takeover,Compliance::AML::Deactivation
rmrv-5549-0811,Closed,2024-02-05 14:38:25,,Extra Care,Liz Redolfi,System::Automation Issue::Intervention Failure,Escalation,
eqwi-9488-7649,Closed,2024-03-17 20:25:26,2024-03-26 01:58:35,Extra Care,Kameko Cramond,People::Incorrect Action::Incorrect Escalation,Handling,
wvta-6969-3163,Hold,2024-02-05 13:07:08,,Extra Care,Suzi Balfre,People::Incorrect Action::Procedural Adherence,Escalation,
odbp-0367-4266,Closed,2024-04-29 15:00:08,2024-05-21 14:21:34,Extra Care,Josselyn Hurry,People::Incorrect Action::Agent Decision,Escalation,
aevi-3999-8755,Open,2024-01-12 21:23:16,,Extra Care,Nicolais Semered,People::Customer Engagement::Unreasonable Delay,Takeover,
ideg-7868-7641,Closed,2024-02-16 23:44:18,2024-02-17 08:32:10,Extra Care,Orelee Casterton,System::Customer Usage Issue::Accessibility,Assessment,
sjwg-3811-5833,Solved,2024-04-25 05:39:16,,Extra Care,Cirilo Ruf,Process::Internal Process Issue::Gap in Process,Escalation,
geua-3710-9893,Hold,2024-01-15 18:27:15,,Extra Care,Freddie Hughs,Process::Internal Process Issue::Gap in Process,Takeover,Compliance::Fraud::Check
zqvm-7662-8115,Closed,2024-04-02 21:50:29,,Extra Care,Katharine Gonning,People::Incorrect Action::Procedural Adherence,Handling,Compliance::AML::Check
ijne-9537-7157,Open,2024-06-23 11:09:37,,Extra Care,Letti Beresfore,People::Incorrect Action::Incorrect Guidance,Escalation,Money Moving::Wise Card::Account change effect
zlun-9765-8944,Solved,2024-01-10 16:15:38,2024-01-12 16:51:07,Extra Care,Dot Ricciardiello,People::Incorrect Action::Incorrect Escalation,Escalation,
xriv-6718-9267,Closed,2024-01-31 12:39:49,2024-02-15 17:03:03,Extra Care,Isidoro Whitcher,People::Incorrect Action::Procedural Adherence,Assessment,KYC::CDD::SOW issue
zehh-2180-7710,Open,2024-04-12 10:02:55,,Extra Care,Inesita O'Cosgra,System::Automation Issue::Intervention Failure,Handling,KYC::CDD::SOW Deactivation
wmum-0227-8574,Solved,2024-01-14 00:41:31,2024-02-09 05:58:06,Extra Care,Antin Mattedi,People::Vulnerability::Identification,Handling,
oesi-8491-3033,Closed,2024-02-26 13:16:20,2024-03-17 04:52:06,Extra Care,Shandy Whorlow,Process::Third Party Dependency::Third Party Error,Takeover,KYC::Verification::Other
ndyv-8405-6277,Hold,2024-06-13 03:25:51,,Extra Care,Devonne Ritson,Knowledge::Outward Facing Information::External Publication Misleading,Escalation,Compliance::Fraud::Deactivation
mwal-5647-3566,Open,2024-06-15 11:40:55,,Extra Care,Mommy Tailour,Process::Expectation Gap::Product Gap,Handling,KYC::CDD::SOW Deactivation
cvmw-3228-9893,Hold,2024-01-08 19:48:47,,Extra Care,Ryan Antonikov,People::Customer Engagement::Unreasonable Delay,Takeover,Money Moving::Transfer
ckqx-2489-1997,Open,2024-04-07 07:02:15,,Extra Care,Rip Danilin,People::Incorrect Action::Procedural Accuracy,Takeover,Compliance::Fraud::Deactivation
ledg-5864-4654,Hold,2024-04-23 11:45:29,,Extra Care,Nanete Burmaster,People::Incorrect Action::Procedural Adherence,Assessment,
nnxn-0856-5584,Open,2024-02-22 05:48:44,,Extra Care,Leola Sexten,People::Vulnerability::Identification,Handling,Compliance::Sanctions::Check
npku-1514-0597,Open,2024-01-19 08:45:30,,Extra Care,Guillaume Jado,System::Automation Issue::Intervention Failure,Handling,
whtd-3267-7879,Hold,2024-04-08 16:51:35,,Extra Care,Pattin Borghese,People::Customer Engagement::Unclear Communication,Escalation,
hlzd-5744-3060,Hold,2024-06-11 06:41:04,,Extra Care,Susan Coddrington,People::Vulnerability::Identification,Assessment,KYC::CDD::SOW Deactivation
ukdu-5634-2346,Closed,2024-06-13 16:27:33,,Extra Care,Zulema Ferby,System::False Positive Outcome::Incorrect System Intervention,Handling,KYC::POAT
unke-0169-1498,Solved,2024-04-11 17:04:10,2024-04-27 03:13:25,Extra Care,Wendall Rannald,People::Vulnerability::Appropriate Accommodation,Takeover,
gzev-1596-6205,Solved,2024-05-07 18:44:31,2024-05-14 12:08:05,Extra Care,Neils Riccione,People::Vulnerability::Appropriate Accommodation,Takeover,Money Moving::Wise Card::Dispute
zilj-6032-8229,Closed,2024-02-09 04:51:40,2024-02-23 15:26:16,Extra Care,Christie O'Harney,People::Customer Engagement::Tonal Issues,Assessment,KYC::CDD::SOW issue
vgit-1711-5946,Closed,2024-06-12 04:44:18,2024-06-23 20:47:37,Extra Care,Iver Van den Broek,Process::Internal Process Issue::Unmonitored Channel,Escalation,
loyy-4253-2694,Solved,2024-02-17 16:19:37,2024-03-02 16:10:27,Extra Care,Catherina Ourry,System::Automation Issue::Tooling Failure,Escalation,
pzyy-7675-2043,Open,2024-04-12 12:06:09,,Extra Care,Maighdiln Schops,Process::Expectation Gap::Product Gap,Escalation,KYC::CDD::SOW Deactivation
wtol-0448-1352,Hold,2024-06-28 17:29:50,,Extra Care,Caldwell Guess,People::Incorrect Action::Incomplete Outcome,Handling,
ypcp-1035-1096,Open,2024-01-15 17:12:11,,Extra Care,Inger Farlham,Knowledge::Outward Facing Information::External Publication Misleading,Assessment,Money Moving::Transfer
rdau-2493-3684,Solved,2024-02-14 08:05:34,2024-03-05 10:25:36,Extra Care,Loutitia Farnie,People::Incorrect Action::Agent Decision,Escalation,
idrz-1483-9397,Closed,2024-01-19 03:42:46,2024-02-09 19:52:24,Extra Care,Gunther Petrasch,People::Customer Engagement::Unreasonable Delay,Escalation,Compliance::Sanctions::Check
yjni-6036-9449,Solved,2024-04-11 03:10:23,2024-04-22 16:31:51,Extra Care,Bertram Tille,People::Vulnerability::Identification,Takeover,KYC::Deactivation
wxjn-6906-0581,Closed,2024-04-07 05:21:43,2024-04-30 06:55:39,Extra Care,Nikki Goggey,People::Customer Engagement::Tonal Issues,Escalation,
wfas-0967-5852,Open,2024-04-08 08:43:30,,Extra Care,Franz Brompton,People::Incorrect Action::Incomplete Outcome,Takeover,
cgak-1918-2588,Solved,2024-05-28 02:01:40,2024-06-23 03:19:06,Extra Care,Angelica Gard,People::Incorrect Action::Agent Decision,Escalation,
nrty-1877-2982,Closed,2024-03-05 08:39:02,2024-03-06 09:36:16,Extra Care,Ivett Dearth,People::Incorrect Action::Incorrect Guidance,Takeover,
sait-1214-3989,Open,2024-02-04 02:38:59,,Extra Care,Cecily Nesbit,Knowledge::Outward Facing Information::External Publication Misleading,Handling,
qqoi-9346-0676,Solved,2024-05-14 08:19:41,2024-05-19 23:57:29,Extra Care,Alessandro Cornier,Process::Internal Process Issue::Unmonitored Channel,Escalation,KYC::CDD::SOW Deactivation
vwui-4402-0809,Open,2024-05-06 04:09:23,,Extra Care,Ysabel Schwaiger,People::Customer Engagement::Unclear Communication,Assessment,
vwtd-6252-2496,Open,2024-04-22 05:12:49,,Extra Care,Sheba Bugdale,People::Customer Engagement::Unclear Communication,Handling,
ajne-1323-0980,Hold,2024-01-19 10:56:19,,Extra Care,Jess Fleischmann,BOD,Assessment,
skul-9712-1941,Closed,2024-06-26 13:38:52,2024-07-17 08:37:03,Extra Care,Hurleigh Guppy,System::Customer Usage Issue:Technical Issues,Assessment,Compliance::AML::Deactivation
mvvv-3416-7616,Hold,2024-06-26 16:54:33,,Extra Care,Tamas Brydell,Process::Org Delay::Insufficient Resource,Handling,Compliance::Sanctions::Deactivation
nonh-3261-2237,Solved,2024-04-30 19:52:53,2024-05-22 05:31:47,Extra Care,Flin McGinnis,People::Customer Engagement::Agent Understanding,Handling,
ahdc-5717-4919,Closed,2024-02-20 20:12:51,2024-03-18 12:02:48,Extra Care,Gayle Gallier,Knowledge::Knowledge Base::KB Missing,Assessment,KYC::CDD::SOW issue
poef-9089-5015,Hold,2024-01-14 06:41:04,,Extra Care,Blair Treace,People::Customer Engagement::Agent Understanding,Handling,
vpui-1872-5786,Open,2024-04-05 20:08:10,,Extra Care,Jaime Waltho,Process::Third Party Dependency::Third Party Access,Takeover,Compliance::Sanctions::Check
ohwq-2024-1896,Open,2024-06-12 11:08:01,,Extra Care,Morlee Lilleman,Process::Third Party Dependency::Third Party Info Delay,Escalation,Money Moving::Balances
kfqh-8653-9173,Hold,2024-05-27 07:09:52,,Extra Care,Hynda Volkers,Process::Third Party Dependency::Third Party Error,Escalation,
bsni-4180-7959,Closed,2024-05-11 17:56:35,2024-06-08 07:43:07,Extra Care,Bryn Verrills,People::Incorrect Action::Incomplete Outcome,Escalation,Compliance::Fraud::Deactivation
uvjy-2204-0720,Hold,2024-02-23 10:56:55,,Extra Care,Thedrick Langtree,People::Incorrect Action::Procedural Accuracy,Takeover,
pnpv-7714-2013,Hold,2024-05-22 21:39:27,,Extra Care,Katinka Fountian,People::Vulnerability::Identification,Handling,
cexm-9710-0349,Hold,2024-01-23 23:03:30,,Extra Care,Walton Cubitt,System::Automation Issue::Tooling Failure,Takeover,
bqeg-8838-5266,Open,2024-02-14 23:38:40,,Extra Care,Townsend Rikard,Process::Org Delay::Insufficient Resource,Assessment,
mukc-6297-2709,Solved,2024-01-07 10:09:15,2024-01-14 11:03:20,Extra Care,Emmie Newvill,Do not select::Customer Input or Error,Escalation,KYC::POAT
hknm-8864-8007,Hold,2024-04-08 12:00:58,,Extra Care,Geralda Antonoyev,Knowledge::Knowledge Base::KB Missing,Handling,Accessibility
scta-0417-6798,Hold,2024-02-12 16:07:49,,Extra Care,Armand Speariett,Process::Third Party Dependency::Third Party Error,Assessment,
glya-4232-9732,Open,2024-02-29 22:16:32,,Extra Care,Gregor Dugmore,Process::Internal Process Issue::Gap in Process,Escalation,
wqmn-0646-2251,Closed,2024-01-02 16:35:11,2024-01-12 16:11:28,Extra Care,Tuesday Gosswell,People::Customer Engagement::Agent Understanding,Handling,
tkny-6651-1209,Open,2024-04-27 21:40:24,,Extra Care,Miles Barr,People::External Engagement::Third Party Engagement,Takeover,
zhiv-9700-1152,Hold,2024-05-03 23:30:34,,Extra Care,Uri Fossord,Process::Expectation Gap::Compliance Gap,Assessment,Money Moving::Balances
znkp-9506-3354,Closed,2024-04-19 11:32:14,,Extra Care,Annecorinne Hugin,People::Incorrect Action::Procedural Adherence,Escalation,Account::Other
ndjj-2704-5820,Hold,2024-06-05 20:50:21,,Extra Care,Hendrik McKinnell,People::Customer Engagement::Unclear Communication,Takeover,Account::Other
ghfy-5950-4863,Closed,2024-05-24 02:25:45,2024-05-25 05:48:40,Extra Care,Onfroi Gildersleaves,Process::Expectation Gap::Product Gap,Assessment,Compliance::Fraud::Scam
arlq-3076-2648,Open,2024-06-08 16:58:38,,Extra Care,Page Jakubczyk,People::External Engagement::Third Party Engagement,Assessment,KYC::CDD::SOW issue
bara-7654-3319,Hold,2024-01-30 15:50:29,,Extra Care,Seline Maffulli,People::Incorrect Action::Incorrect Escalation,Escalation,
nwno-2974-6447,Solved,2024-04-26 18:52:29,2024-04-29 21:35:29,Extra Care,Seka Grinval,People::External Engagement::Third Party Engagement,Assessment,Money Moving::Wise Card::Account change effect
rsrx-5325-7792,Open,2024-04-25 21:41:30,,Extra Care,Adriane Solley,System::False Positive Outcome::Incorrect System Intervention,Handling,KYC::CDD::SOW issue
elta-0617-4742,Hold,2024-05-18 23:18:45,,Extra Care,Conchita Mardell,Process::Third Party Dependency::Third Party Info Delay,Escalation,Compliance::AML::Check
envv-1913-0987,Hold,2024-01-09 09:53:46,,Extra Care,Amery Ashwin,System::Customer Usage Issue::Customer Input or Error,Assessment,Accessibility
kvxr-3775-4201,Closed,2024-05-10 02:08:20,2024-05-25 22:28:06,Extra Care,Karoly Yarmouth,People::Vulnerability::Identification,Escalation,Compliance::Sanctions::Deactivation
udmr-4629-7495,Closed,2024-04-19 20:00:57,2024-04-30 04:53:16,Extra Care,Adelaide Byllam,System::Automation Issue::Intervention Failure,Escalation,Compliance::Fraud::Deactivation
ttex-2808-4023,Hold,2024-04-03 12:01:34,,Extra Care,Alina Gerding,System::Automation Issue::Tooling Failure,Takeover,
tadd-5926-7414,Open,2024-01-15 03:21:36,,Extra Care,Laura Dury,People::Customer Engagement::Unclear Communication,Escalation,Money Moving::Wise Card::Account change effect
ojkn-9779-3107,Solved,2024-06-16 20:53:03,2024-06-30 07:19:46,Extra Care,Bertrand Sneesby,Do not select::Customer Input or Error,Escalation,
gfnt-1872-5194,Closed,2024-02-26 23:16:52,2024-03-13 10:58:08,Extra Care,Edita Normanvill,Process::Third Party Dependency::Third Party Error (Partner),Takeover,KYC::Verification::Other
fdal-6787-6117,Closed,2024-01-19 23:34:35,,Extra Care,Torie Huckin,Process::Internal Process Issue::Unmonitored Channel,Assessment,
zwvr-1608-3303,Closed,2024-03-14 13:07:53,2024-03-30 04:50:30,Extra Care,Luisa McGonigle,Process::Internal Process Issue::Gap in Process,Escalation,
hsir-6173-1759,Closed,2024-01-21 17:27:42,2024-02-05 22:46:31,Extra Care,Anne Steptoe,People::Incorrect Action::Agent Decision,Takeover,Compliance::Sanctions::Check
nlop-6829-6518,Solved,2024-05-13 21:57:35,,Extra Care,Finley Laxe,People::Vulnerability::Appropriate Accommodation,Escalation,ec_root_cause_compliance__fraud
yhdv-1028-0609,Closed,2024-04-20 03:10:19,,Extra Care,Harbert Junes,People::Vulnerability::Appropriate Accommodation,Escalation,
ckxr-1505-7749,Closed,2024-04-11 02:50:54,,Extra Care,Derby Cull,People::Incorrect Action::Agent Decision,Takeover,KYC::POAT
kqas-7784-7786,Solved,2024-05-25 04:06:50,2024-06-10 00:07:36,Extra Care,Raffaello Digle,Process::Internal Process Issue::Unmonitored Channel,Handling,KYC::Deactivation
rofn-5256-0105,Open,2024-01-26 14:07:05,,Extra Care,Hyacinth Sunderland,System::Customer Usage Issue::Customer Input or Error,Takeover,KYC::Verification::Other
cwfx-5008-8077,Solved,2024-05-22 05:55:17,2024-06-05 12:46:28,Extra Care,Allissa Neasam,System::Automation Issue::Tooling Failure,Escalation,
fcef-9429-8969,Closed,2024-06-02 12:51:16,2024-06-03 18:18:47,Extra Care,Susanetta Scholcroft,Do not select::Customer Input or Error,Takeover,Compliance::Surveillance
ofxr-7048-1365,Solved,2024-02-09 04:01:22,,Extra Care,Phylys Cairns,People::Vulnerability::Appropriate Accommodation,Handling,
rlah-8531-5912,Open,2024-03-02 19:35:06,,Extra Care,Salvatore Kitteringham,System::False Positive Outcome::Incorrect System Intervention,Assessment,KYC::CDD::SOW issue
rwaa-6384-5850,Open,2024-04-18 21:11:18,,Extra Care,Lennard Bubbear,People::Customer Engagement::Unreasonable Delay,Escalation,
wrsd-0478-8213,Open,2024-06-20 19:20:52,,Extra Care,Rudie Tolomelli,Process::Internal Process Issue::Unmonitored Channel,Handling,
xjcd-3315-9420,Solved,2024-04-13 13:34:50,2024-04-23 11:20:51,Extra Care,Arda Haworth,System::False Positive Outcome::Incorrect System Intervention,Escalation,
wlyn-4261-9558,Solved,2024-05-13 01:38:46,2024-06-07 08:53:32,Extra Care,Falito Blei,People::Incorrect Action::Incorrect Escalation,Assessment,KYC::CDD::SOW issue
vhru-0855-8563,Open,2024-03-20 16:35:08,,Extra Care,Theressa Bardey,Do not select::Customer Input or Error,Takeover,
grbp-2580-1356,Open,2024-02-28 02:01:33,,Extra Care,Ike Dinneges,People::Customer Engagement::Agent Understanding,Escalation,
dmnj-1105-8954,Hold,2024-05-06 21:02:35,,Extra Care,Ernesta Mathissen,Process::Third Party Dependency::Third Party Error (Partner),Takeover,
lubi-2700-1853,Solved,2024-03-05 23:07:52,,Extra Care,Aldric Usborn,Process::Third Party Dependency::Third Party Info Delay,Takeover,KYC::Verification::Other
qjal-9954-7470,Open,2024-01-27 09:08:02,,Extra Care,Udell Chasen,People::Incorrect Action::Procedural Accuracy,Handling,KYC::Verification::Missing document
szce-7752-7634,Solved,2024-03-04 07:06:51,,Extra Care,Crissy Broad,People::Incorrect Action::Agent Decision,Takeover,Money Moving::Transfer
lquh-4847-9893,Closed,2024-04-22 22:05:30,2024-05-18 04:03:11,Extra Care,Viviyan Baines,Process::Expectation Gap::Product Gap,Takeover,KYC::Verification::Missing document
ovku-9493-5218,Solved,2024-01-23 14:06:03,2024-02-07 05:48:01,Extra Care,Joshia Heisham,Process::Internal Process Issue::Gap in Process,Takeover,ec_root_cause_compliance__fraud
ifag-6161-9100,Open,2024-04-21 01:48:52,,Extra Care,Nathanael Dionsetti,Process::Third Party Dependency::Third Party Error (Partner),Takeover,Money Moving::Transfer
ljje-1098-6822,Solved,2024-01-07 13:33:00,2024-01-21 11:15:24,Extra Care,Duky Treacy,System::Customer Usage Issue:Technical Issues,Escalation,Compliance::Fraud::Scam
qwrk-2461-8167,Hold,2024-04-09 15:10:50,,Extra Care,Myrvyn Clingan,Process::Expectation Gap::Product Gap,Assessment,KYC::Verification::Other
vual-1959-6541,Hold,2024-05-22 01:24:33,,Extra Care,Tab Paulou,People::External Engagement::Third Party Engagement,Takeover,Compliance::Sanctions::Deactivation
skwm-7145-2339,Open,2024-06-27 02:19:23,,Extra Care,Udell Bangham,People::Customer Engagement::Agent Understanding,Assessment,KYC::CDD::SOW issue
mjpy-0441-4374,Solved,2024-06-06 03:46:09,2024-07-04 07:23:46,Extra Care,Koo Balfre,Process::Internal Process Issue::Gap in Process,Escalation,Compliance::Sanctions::Deactivation
qhdh-8180-9185,Closed,2024-03-15 11:57:49,,Extra Care,Humfrid Lemoir,Process::Expectation Gap::Speed Gap,Takeover,Money Moving::Wise Card::Card failure
haxm-6970-7090,Solved,2024-02-22 04:54:50,2024-02-23 01:14:25,Extra Care,Rosalyn Doutch,People::Customer Engagement::Unreasonable Delay,Handling,KYC::Verification::Other
jezo-9470-5028,Hold,2024-01-18 13:29:15,,Extra Care,Husain Gifford,People::Incorrect Action::Incomplete Outcome,Takeover,Money Moving::Wise Card::Account change effect
zdxq-1151-0839,Open,2024-02-03 07:52:27,,Extra Care,Falkner Elleton,System::Customer Usage Issue:Technical Issues,Takeover,
qngy-4367-0075,Closed,2024-04-16 12:13:03,,Extra Care,Herve Kinnoch,People::Customer Engagement::Unreasonable Delay,Assessment,Account::Access and updates
afbm-8250-8960,Hold,2024-05-13 14:58:40,,Extra Care,Beverley Smeeth,Process::Third Party Dependency::Third Party Info Delay,Handling,
xqbr-3220-1385,Hold,2024-01-24 10:42:48,,Extra Care,Goober Bennoe,Process::Expectation Gap::Compliance Gap,Takeover,KYC::Verification::Missing document
gzgk-1021-4147,Hold,2024-02-05 19:53:46,,Extra Care,Shea Retchford,People::Customer Engagement::Tonal Issues,Assessment,
hogt-7919-7905,Hold,2024-06-22 11:54:36,,Extra Care,Linc Son,Knowledge::Knowledge Base::KB Missing,Handling,
lmva-4309-6481,Closed,2024-02-01 10:32:08,2024-02-16 21:35:15,Extra Care,Moe Stennings,System::Customer Usage Issue::Customer Input or Error,Takeover,KYC::POAT
tgob-6403-5544,Open,2024-05-25 19:36:26,,Extra Care,Adriana Ronchetti,People::Incorrect Action::Procedural Accuracy,Takeover,
ower-9374-9561,Closed,2024-03-14 07:03:48,2024-04-11 13:32:52,Extra Care,Cyrus Provis,Process::Third Party Dependency::Third Party Error (Partner),Handling,Account::Access and updates
zfxo-9549-7628,Solved,2024-01-07 01:54:21,2024-02-05 08:01:24,Extra Care,Mathe Iceton,Do not select::Customer Input or Error,Handling,Compliance::Sanctions::Check
grow-3363-3230,Closed,2024-02-19 17:01:05,2024-03-17 16:28:37,Extra Care,Jillayne Mallabar,Process::Third Party Dependency::Third Party Info Delay,Takeover,Compliance::Fraud::Scam
roao-7113-7514,Closed,2024-05-27 20:50:45,2024-05-28 11:44:00,Extra Care,Dana Tschierasche,Process::Org Delay::Insufficient Resource,Takeover,Compliance::Sanctions::Deactivation
lkix-7158-9941,Solved,2024-04-13 03:42:56,,Extra Care,Cybil Goodwyn,System::False Positive Outcome::Incorrect System Intervention,Assessment,
abvj-5159-7581,Open,2024-01-08 03:04:04,,Extra Care,Bart Pert,People::External Engagement::Third Party Engagement,Takeover,
rmbh-1131-9484,Closed,2024-01-05 12:27:54,,Extra Care,Gasparo Lawlings,Process::Third Party Dependency::Third Party Error (Partner),Handling,
sgat-7922-6147,Closed,2024-04-13 00:34:27,2024-04-26 05:33:45,Extra Care,Agustin Lowde,People::Incorrect Action::Procedural Accuracy,Escalation,
mlgd-0627-4595,Open,2024-04-12 18:37:00,,Extra Care,Abrahan Piccard,System::Customer Usage Issue::Accessibility,Assessment,KYC::Verification::Missing document
lbyc-4631-5269,Solved,2024-05-05 09:41:27,,Extra Care,Bathsheba Bagenal,System::Customer Usage Issue::Accessibility,Escalation,
zsvz-6658-5127,Open,2024-01-31 14:23:18,,Extra Care,Onida Pringuer,Process::Expectation Gap::Product Gap,Assessment,
gzuf-0246-3496,Closed,2024-02-21 12:23:55,,Extra Care,Maurine Olive,Do not select::Customer Input or Error,Takeover,KYC::Verification::IDWL
eavt-3430-9027,Closed,2024-05-31 12:16:39,2024-06-18 06:10:44,Extra Care,Leoine Hathwood,People::Customer Engagement::Agent Understanding,Handling,
eumz-1744-5546,Open,2024-05-05 02:27:50,,Extra Care,Corbie Sneddon,Process::Third Party Dependency::Third Party Access,Handling,
htwo-8298-3308,Open,2024-03-13 11:33:51,,Extra Care,Flin Betteney,People::Incorrect Action::Incomplete Outcome,Takeover,
ltlx-4430-8458,Solved,2024-04-19 16:22:14,,Extra Care,Helenelizabeth Epps,People::Incorrect Action::Agent Decision,Escalation,KYC::CDD::SOW issue
fptm-6072-1889,Open,2024-06-24 19:15:51,,Extra Care,Marsiella Grout,BOD,Escalation,
siko-8187-2604,Solved,2024-03-01 11:20:44,2024-03-27 15:04:04,Extra Care,Vernor Haxbie,People::Customer Engagement::Agent Understanding,Handling,KYC::Verification::Other
